path,npy,flag,box,n_dets
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_160__-Corte,-termino..mp4",todo_showroom__todo_showroom__accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_160__-Corte_-termino..mp4.npy,ok,"246,0,602",3
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_164__-Corte,-termino..mp4",todo_showroom__todo_showroom__accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_164__-Corte_-termino..mp4.npy,ok,"234,0,626",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_172__-Corte-y-termino..mp4,todo_showroom__todo_showroom__accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_172__-Corte-y-termino..mp4.npy,ok,"449,0,804",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_176__-Corte-y-termino..mp4,todo_showroom__todo_showroom__accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_176__-Corte-y-termino..mp4.npy,ok,"292,0,575",3
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_185__-Corte,-termino..mp4",todo_showroom__todo_showroom__accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_185__-Corte_-termino..mp4.npy,ok,"0,132,766",3
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_197__-Corte,-termino..mp4",todo_showroom__todo_showroom__accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_197__-Corte_-termino..mp4.npy,ok,"0,41,843",3
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_206__-Corte,-termino.-Corte,-termino..mp4",todo_showroom__todo_showroom__accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_206__-Corte_-termino.-Corte_-termino..mp4.npy,ok,"543,0,674",3
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_213__-Corte,-termino..mp4",todo_showroom__todo_showroom__accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_213__-Corte_-termino..mp4.npy,ok,"0,93,815",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_221__-termino..mp4,todo_showroom__todo_showroom__accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_221__-termino..mp4.npy,ok,"161,0,687",3
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_226__-Corte,-termino.-Corte..mp4",todo_showroom__todo_showroom__accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_226__-Corte_-termino.-Corte..mp4.npy,ok,"478,52,743",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_236__-Corto-y-termino..mp4,todo_showroom__todo_showroom__accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_236__-Corto-y-termino..mp4.npy,ok,"444,12,800",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_239__-Corte-y-termino..mp4,todo_showroom__todo_showroom__accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_239__-Corte-y-termino..mp4.npy,ok,"222,0,642",3
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_261__-Corte,-termino..mp4",todo_showroom__todo_showroom__accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_261__-Corte_-termino..mp4.npy,ok,"215,0,633",3
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_273__-Corte,-termino..mp4",todo_showroom__todo_showroom__accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_273__-Corte_-termino..mp4.npy,ok,"344,34,805",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_27__-corte-y-termino.mp4,todo_showroom__todo_showroom__accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_27__-corte-y-termino.mp4.npy,ok,"207,0,678",3
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_285__-Corte,-termino..mp4",todo_showroom__todo_showroom__accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_285__-Corte_-termino..mp4.npy,ok,"230,0,659",3
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_294__-Corte,-termino..mp4",todo_showroom__todo_showroom__accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_294__-Corte_-termino..mp4.npy,ok,"540,0,744",3
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_302__-Corte,-termino..mp4",todo_showroom__todo_showroom__accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_302__-Corte_-termino..mp4.npy,ok,"14,18,802",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_312__-Corte.-Termino..mp4,todo_showroom__todo_showroom__accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_312__-Corte.-Termino..mp4.npy,ok,"472,55,733",3
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_320__-Corte,-termino..mp4",todo_showroom__todo_showroom__accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_320__-Corte_-termino..mp4.npy,ok,"283,0,592",3
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_328__-Corte,-termino..mp4",todo_showroom__todo_showroom__accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_328__-Corte_-termino..mp4.npy,ok,"272,0,600",3
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_343__-corte,-termino.mp4",todo_showroom__todo_showroom__accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_343__-corte_-termino.mp4.npy,ok,"571,0,581",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_353__-Corte.-Termino..mp4,todo_showroom__todo_showroom__accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_353__-Corte.-Termino..mp4.npy,ok,"148,2,717",3
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_372__-Corte,-termino..mp4",todo_showroom__todo_showroom__accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_372__-Corte_-termino..mp4.npy,ok,"612,0,605",3
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_381__-Corte,-termino..mp4",todo_showroom__todo_showroom__accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_381__-Corte_-termino..mp4.npy,ok,"265,0,609",3
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_387__-Corte,-termino..mp4",todo_showroom__todo_showroom__accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_387__-Corte_-termino..mp4.npy,ok,"605,0,588",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_394__-Corte.-Termino..mp4,todo_showroom__todo_showroom__accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_394__-Corte.-Termino..mp4.npy,ok,"134,0,740",3
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_398__-Corte,-termino..mp4",todo_showroom__todo_showroom__accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_398__-Corte_-termino..mp4.npy,ok,"483,16,788",3
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_404__-Corte,-termino..mp4",todo_showroom__todo_showroom__accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_404__-Corte_-termino..mp4.npy,ok,"586,0,557",3
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_427__-Corte,-termino..mp4",todo_showroom__todo_showroom__accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_427__-Corte_-termino..mp4.npy,ok,"574,165,629",3
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_437__-Corte,-termino..mp4",todo_showroom__todo_showroom__accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_437__-Corte_-termino..mp4.npy,ok,"114,24,748",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_440__-Corte.-Termino..mp4,todo_showroom__todo_showroom__accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_440__-Corte.-Termino..mp4.npy,ok,"289,0,587",3
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_459__-Corte,-termino.-Corte..mp4",todo_showroom__todo_showroom__accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_459__-Corte_-termino.-Corte..mp4.npy,ok,"496,0,774",3
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_51__-Corte,-termino..mp4",todo_showroom__todo_showroom__accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_51__-Corte_-termino..mp4.npy,ok,"276,0,600",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_69__-Termino..mp4,todo_showroom__todo_showroom__accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_69__-Termino..mp4.npy,ok,"277,0,599",3
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_72__-Corte,-termino..mp4",todo_showroom__todo_showroom__accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_72__-Corte_-termino..mp4.npy,ok,"201,23,663",3
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_87__-Corte,-termino..mp4",todo_showroom__todo_showroom__accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_87__-Corte_-termino..mp4.npy,ok,"291,0,567",3
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_94__-Corte,-termino..mp4",todo_showroom__todo_showroom__accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_94__-Corte_-termino..mp4.npy,ok,"0,98,809",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_1_100__-corto-termino..mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_1_100__-corto-termino..mp4.npy,ok,"528,0,404",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_1_103__-gordo-termino.mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_1_103__-gordo-termino.mp4.npy,ok,"732,0,492",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_1_107__-corto-termino..mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_1_107__-corto-termino..mp4.npy,ok,"707,0,468",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_1_110__-corto-termino.mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_1_110__-corto-termino.mp4.npy,ok,"479,0,642",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_1_115__-corto-termino.mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_1_115__-corto-termino.mp4.npy,ok,"697,0,697",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_1_122__-corto-termino.mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_1_122__-corto-termino.mp4.npy,ok,"522,0,428",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_1_128__-corto-termino.mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_1_128__-corto-termino.mp4.npy,ok,"452,0,584",3
"/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_1_130__-Corto,-termino..mp4",todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_1_130__-Corto_-termino..mp4.npy,ok,"726,0,474",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_1_134__-corto-termino..mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_1_134__-corto-termino..mp4.npy,ok,"737,0,652",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_1_13__-corto-termino..mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_1_13__-corto-termino..mp4.npy,ok,"529,0,438",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_1_142__-corto-termino.mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_1_142__-corto-termino.mp4.npy,ok,"712,0,546",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_1_147__.mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_1_147__.mp4.npy,ok,"552,0,407",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_1_151__-corto-termino.mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_1_151__-corto-termino.mp4.npy,ok,"518,0,433",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_1_156__-corto-termino.mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_1_156__-corto-termino.mp4.npy,ok,"732,25,777",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_1_159__.mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_1_159__.mp4.npy,ok,"556,0,426",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_1_162__-corto-termino.mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_1_162__-corto-termino.mp4.npy,ok,"763,0,465",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_1_166__-corto-termino.mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_1_166__-corto-termino.mp4.npy,ok,"572,0,406",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_1_172__.mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_1_172__.mp4.npy,ok,"717,19,722",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_1_178__-corto-termino.mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_1_178__-corto-termino.mp4.npy,ok,"467,0,520",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_1_186__-corto-termino..mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_1_186__-corto-termino..mp4.npy,ok,"669,9,700",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_1_18__-corto-termino.mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_1_18__-corto-termino.mp4.npy,ok,"531,0,413",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_1_195__-corto-termino.mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_1_195__-corto-termino.mp4.npy,ok,"757,0,576",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_1_1__-En-corto-termino..mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_1_1__-En-corto-termino..mp4.npy,ok,"700,9,733",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_1_204__-termino..mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_1_204__-termino..mp4.npy,ok,"750,0,459",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_1_208__-corto-termino..mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_1_208__-corto-termino..mp4.npy,ok,"726,0,466",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_1_210__-corto-termino..mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_1_210__-corto-termino..mp4.npy,ok,"721,0,645",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_1_213__-corto..mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_1_213__-corto..mp4.npy,ok,"493,0,487",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_1_217__-corto-termino..mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_1_217__-corto-termino..mp4.npy,ok,"526,0,486",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_1_224__-corto-termino..mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_1_224__-corto-termino..mp4.npy,ok,"532,0,415",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_1_228__-corto-termino..mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_1_228__-corto-termino..mp4.npy,ok,"721,0,582",3
/home/tomis/SBT/DATASETS/todo_showroom/todo_showroom/accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_1_232__-corto-termino..mp4,todo_showroom__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_1_232__-corto-termino..mp4.npy,ok,"518,0,458",3
