npy,label,split,marco,x0,y0,x1,y1,fps,dataset_tipo,clip_origen
"L01__ainhoa__accion___1___OCT01_primera_t1_944__-Corte,-agarro.__metadata-informacion-Zona-sur-3-Objeto-camiseta-Categoria-textil-Robo-bolsillo.npy",1,val,1.019,884,122,1071,309,25,ainhoa,"accion___1___OCT01_primera_t1_944__-Corte,-agarro.__metadata-informacion-Zona-sur-3-Objeto-camiseta-Categoria-textil-Robo-bolsillo.mp4"
L48__doblar_sobreponer__02-14-14-21-47 camara 3 - 47-388.npy,48,train,1.088,471,104,794,427,8,doblar_sobreponer,02-14-14-21-47 camara 3 - 47-388.mp4
L03__ainhoa__accion___3___SEP26_primera_t2_726__-Corte-saco.__metadata-informacion.-Zona-norte-4-Objeto-zapato-Categoria-textil-Robo-bolso.npy,3,train,1.06,714,212,976,474,25,ainhoa,accion___3___SEP26_primera_t2_726__-Corte-saco.__metadata-informacion.-Zona-norte-4-Objeto-zapato-Categoria-textil-Robo-bolso.mp4
"L02__ainhoa__accion___2___SEP26_primera_t4_782__-Corte,-dejo.__metadata-informacion-Zona-norte-2-Objeto-camiseta-Categoria-textil-Robo-bolso.npy",2,train,1.089,405,187,692,474,25,ainhoa,"accion___2___SEP26_primera_t4_782__-Corte,-dejo.__metadata-informacion-Zona-norte-2-Objeto-camiseta-Categoria-textil-Robo-bolso.mp4"
L01__dia__accion___1___JUAN15ABRILtestcamara_3_152__Corte-agarrar._JUAN7.npy,1,train,1.092,1087,302,1699,914,25,dia,accion___1___JUAN15ABRILtestcamara_3_152__Corte-agarrar._JUAN7.mp4
"L10__ainhoa__accion___10___OCT04_primera_t4_894__-Corte,-sostengo.__metadata-informacion.-Sola-Centro-1.-Robo-abrigo..npy",10,train,1.006,335,274,629,568,25,ainhoa,"accion___10___OCT04_primera_t4_894__-Corte,-sostengo.__metadata-informacion.-Sola-Centro-1.-Robo-abrigo..mp4"
L04__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_264__-corto-termina..npy,4,train,1.036,434,95,877,538,25,todo_showroom,accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_264__-corto-termina..mp4
"L02__ainhoa__accion___2___SEP30_t2_1116__-corte,-dejo.__metadata-informacion.-Zona-norte-2.-Objeto-camisa.-Categoria-textil.-Drogo-bolso..npy",2,train,1.049,972,236,1229,493,25,ainhoa,"accion___2___SEP30_t2_1116__-corte,-dejo.__metadata-informacion.-Zona-norte-2.-Objeto-camisa.-Categoria-textil.-Drogo-bolso..mp4"
"L11__dia__accion___24___JUAN15ABRILtestcamara_3_163__Corte,-bajar-mano._JUAN12.npy",11,train,1.035,866,29,1213,376,25,dia,"accion___24___JUAN15ABRILtestcamara_3_163__Corte,-bajar-mano._JUAN12.mp4"
L02__dia__accion___2___MIGUEL1testcamara_3_242__Corte-dejar._MIGUEL2.npy,2,train,1.064,385,323,1008,946,25,dia,accion___2___MIGUEL1testcamara_3_242__Corte-dejar._MIGUEL2.mp4
"L37__ainhoa__accion___37___botellat3_144__-Corte,-cerrar..npy",37,train,1.029,597,218,932,553,25,ainhoa,"accion___37___botellat3_144__-Corte,-cerrar..mp4"
L48__todo_showroom__accion___14___showroom_ROBO_BONI_3_2024-12-18_09-06-24_no_obvio_testTOMA_DE_DATOS_1_118__.npy,48,train,1.038,866,97,1106,337,25,todo_showroom,accion___14___showroom_ROBO_BONI_3_2024-12-18_09-06-24_no_obvio_testTOMA_DE_DATOS_1_118__.mp4
"L11__ainhoa__accion___11___OCT04_primera_t2_539__-Corte,-agarro.__metadata-informacion.-Zona-centro-1.-Robo-abrigo..npy",11,train,1.059,997,204,1223,430,25,ainhoa,"accion___11___OCT04_primera_t2_539__-Corte,-agarro.__metadata-informacion.-Zona-centro-1.-Robo-abrigo..mp4"
"L13__dia__accion___13___MIGUEL1testcamara_1_141__Corte,-sacar_JOSESEC3.npy",13,train,1.01,825,107,1053,335,25,dia,"accion___13___MIGUEL1testcamara_1_141__Corte,-sacar_JOSESEC3.mp4"
L12__ainhoa__accion___12___OCT10_bolsost3_14__-te-dejo.__metadata-informacion.-Zona-norte-3.-Robo-bolso..npy,12,train,1.02,872,82,1115,325,25,ainhoa,accion___12___OCT10_bolsost3_14__-te-dejo.__metadata-informacion.-Zona-norte-3.-Robo-bolso..mp4
L01__dia__accion___1___JUAN15ABRILtestcamara_3_109__Corte-agarrar._JUAN13.npy,1,train,1.034,438,204,906,672,25,dia,accion___1___JUAN15ABRILtestcamara_3_109__Corte-agarrar._JUAN13.mp4
L02__dia__accion___2___MIGUEL1testcamara_2_84__Corte-carrito_JOSESEC2.npy,2,train,1.062,872,145,1103,376,25,dia,accion___2___MIGUEL1testcamara_2_84__Corte-carrito_JOSESEC2.mp4
"L04__dia_guardar__accion___4___obvioMIGUEL1testcamara_4_250__Corte,-guardo_JOSESEC2.npy",4,train,1.09,531,199,914,582,25,dia_guardar,"accion___4___obvioMIGUEL1testcamara_4_250__Corte,-guardo_JOSESEC2.mp4"
L12__dia__accion___12___MIGUEL1testcamara_3_424__corte-dejar_MIGUEL4.npy,12,train,1.011,441,234,872,665,25,dia,accion___12___MIGUEL1testcamara_3_424__corte-dejar_MIGUEL4.mp4
"L02__ainhoa__accion___2___SEP30_t4_87__-Corte,-dejo.__metadata-informacion-Zona-centro-2-Objeto-camiseta-Categoria-textil-Robo-bolso.npy",2,train,1.013,745,240,1075,570,25,ainhoa,"accion___2___SEP30_t4_87__-Corte,-dejo.__metadata-informacion-Zona-centro-2-Objeto-camiseta-Categoria-textil-Robo-bolso.mp4"
"L48__dia_guardar__accion___4___no_obvioJUAN15ABRILtestcamara_2_157__Corte,-guardar._JUAN13.npy",48,train,1.095,1007,134,1240,367,25,dia_guardar,"accion___4___no_obvioJUAN15ABRILtestcamara_2_157__Corte,-guardar._JUAN13.mp4"
"L10__ainhoa__accion___10___OCT04_primera_t2_774__-Corte,-sostengo.__metadata-informacion.-Zona-norte-1.-Robo-abrigo..npy",10,train,1.071,928,300,1232,604,25,ainhoa,"accion___10___OCT04_primera_t2_774__-Corte,-sostengo.__metadata-informacion.-Zona-norte-1.-Robo-abrigo..mp4"
L48__dia__accion___7___MIGUEL1testcamara_4_17__Corte-hurgar_ainhoa6.npy,48,train,1.021,178,497,522,841,25,dia,accion___7___MIGUEL1testcamara_4_17__Corte-hurgar_ainhoa6.mp4
"L48__todo_showroom__accion___14___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_no_obvio_testTOMA_DE_DATOS_1_217__-Corte,-termino..npy",48,val,1.018,900,147,1164,411,25,todo_showroom,"accion___14___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_no_obvio_testTOMA_DE_DATOS_1_217__-Corte,-termino..mp4"
L04__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_4_110__-corto-termino.npy,4,train,1.096,655,117,989,451,25,todo_showroom,accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_4_110__-corto-termino.mp4
"L04__ainhoa__accion___4___obvio_SEP30_t2_1073__-corte-guardo.__metadata-informacion,-zona-centro-1-Objeto-pantalon-Categoria-textil-Robo-bolso.npy",4,train,1.01,957,200,1178,421,25,ainhoa,"accion___4___obvio_SEP30_t2_1073__-corte-guardo.__metadata-informacion,-zona-centro-1-Objeto-pantalon-Categoria-textil-Robo-bolso.mp4"
"L03__ainhoa__accion___3___OCT01_primera_t2_284__-Corte,-saco.__metadata-informacion-Zona-centro-1-Objeto-camiseta-Categoria-textil-Robo-bolsillo.npy",3,train,1.036,982,194,1208,420,25,ainhoa,"accion___3___OCT01_primera_t2_284__-Corte,-saco.__metadata-informacion-Zona-centro-1-Objeto-camiseta-Categoria-textil-Robo-bolsillo.mp4"
L03__ainhoa__accion___3___OCT01_primera_t4_155__-Corte-Saco__metadata-informacion-Zona-sur-3-Objeto-camisa-Categoria-textil-Robo-bolsillo.npy,3,train,1.034,182,389,565,772,25,ainhoa,accion___3___OCT01_primera_t4_155__-Corte-Saco__metadata-informacion-Zona-sur-3-Objeto-camisa-Categoria-textil-Robo-bolsillo.mp4
L11__ainhoa__accion___11___OCT04_primera_t4_258__-Corte-agarro.__metadata-informacion.-Zona-sur-4.-Robo-abrigo..npy,11,train,1.032,689,357,1081,749,25,ainhoa,accion___11___OCT04_primera_t4_258__-Corte-agarro.__metadata-informacion.-Zona-sur-4.-Robo-abrigo..mp4
L39__ainhoa__accion___39___chaquetat2_81__-Forte-quitar.npy,39,train,1.068,741,196,1102,557,25,ainhoa,accion___39___chaquetat2_81__-Forte-quitar.mp4
L14__ainhoa__accion___14___OCT10_bolsillost1_263__-corte-guardo__metadata-informacion.-Zona-Sur-3.-Robo-bolsillo..npy,14,train,1.054,859,121,1051,313,25,ainhoa,accion___14___OCT10_bolsillost1_263__-corte-guardo__metadata-informacion.-Zona-Sur-3.-Robo-bolsillo..mp4
L01__dia__accion___1___JUAN15ABRILtestcamara_3_22__Corte-agarrar._AINHOA2.npy,1,train,1.003,1063,214,1493,644,25,dia,accion___1___JUAN15ABRILtestcamara_3_22__Corte-agarrar._AINHOA2.mp4
"L04__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_376__-Corte,-termino..npy",4,train,1.036,853,127,1232,506,25,todo_showroom,"accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_376__-Corte,-termino..mp4"
L02__dia__accion___2___JUAN15ABRILtestcamara_2_154__corte-carrito_JUAN12.npy,2,train,1.092,971,144,1229,402,25,dia,accion___2___JUAN15ABRILtestcamara_2_154__corte-carrito_JUAN12.mp4
L43__ainhoa__accion___43___llamart1_44__-Corte-llamar..npy,43,train,1.07,790,116,1003,329,25,ainhoa,accion___43___llamart1_44__-Corte-llamar..mp4
"L04__todo_showroom__accion___4___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_obvio_testTOMA_DE_DATOS_2_54__-Corte,-termino..npy",4,train,1.087,947,193,1255,501,25,todo_showroom,"accion___4___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_obvio_testTOMA_DE_DATOS_2_54__-Corte,-termino..mp4"
L02__ainhoa__accion___2___OCT01_primera_t2_1210__-corte-dejo.__metadata-informacion-Zona-norte-4-Objeto-camiseta-Categoria-textil-Robo-bolsillo.npy,2,train,1.048,653,200,911,458,25,ainhoa,accion___2___OCT01_primera_t2_1210__-corte-dejo.__metadata-informacion-Zona-norte-4-Objeto-camiseta-Categoria-textil-Robo-bolsillo.mp4
L04__dia_guardar__accion___4___obvioJUAN15ABRILtestcamara_2_195__Corte-guardar_AINHOA5.npy,4,train,1.092,1041,178,1243,380,25,dia_guardar,accion___4___obvioJUAN15ABRILtestcamara_2_195__Corte-guardar_AINHOA5.mp4
L11__ainhoa__accion___11___OCT03_primera_t1_98__-Corte-agarro.__metadata-informacion-Zona-centro-2-Robo-abrigo.npy,11,train,1.02,591,155,810,374,25,ainhoa,accion___11___OCT03_primera_t1_98__-Corte-agarro.__metadata-informacion-Zona-centro-2-Robo-abrigo.mp4
L04__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_98__-corto-termino..npy,4,train,1.028,872,100,1094,322,25,todo_showroom,accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_1_98__-corto-termino..mp4
"L02__dia__accion___2___JUAN15ABRILtestcamara_3_60__Corte,-dejar-carrito._JUAN11.npy",2,train,1.006,550,40,827,317,25,dia,"accion___2___JUAN15ABRILtestcamara_3_60__Corte,-dejar-carrito._JUAN11.mp4"
L01__dia__accion___1___JUAN15ABRILtestcamara_2_63__Corte-tomar._AINHOA2.npy,1,train,1.067,897,165,1104,372,25,dia,accion___1___JUAN15ABRILtestcamara_2_63__Corte-tomar._AINHOA2.mp4
L24__ainhoa__accion___24___relojt4_19__-corte-bajar.__metadata-informno-metadata.npy,24,train,1.015,384,168,797,581,25,ainhoa,accion___24___relojt4_19__-corte-bajar.__metadata-informno-metadata.mp4
L47__dia__accion___42___MIGUEL1testcamara_1_255__corte-caminar_MIGUEL3.npy,47,train,1.067,689,41,984,336,25,dia,accion___42___MIGUEL1testcamara_1_255__corte-caminar_MIGUEL3.mp4
"L14__ainhoa__accion___14___OCT04_primera_t1_525__-Corte,-guardo.__metadata-informacion.-Zona-centro-1.-Robo-abrigo..npy",14,train,1.008,878,158,1085,365,25,ainhoa,"accion___14___OCT04_primera_t1_525__-Corte,-guardo.__metadata-informacion.-Zona-centro-1.-Robo-abrigo..mp4"
L48__todo_showroom__accion___14___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_no_obvio_testTOMA_DE_DATOS_4_163__-El-corte-termino..npy,48,val,1.025,313,208,660,555,25,todo_showroom,accion___14___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_no_obvio_testTOMA_DE_DATOS_4_163__-El-corte-termino..mp4
L02__dia__accion___2___JUAN15ABRILtestcamara_3_130__Corte-dejar-carrito_AINHOA4.npy,2,train,1.038,1005,194,1503,692,25,dia,accion___2___JUAN15ABRILtestcamara_3_130__Corte-dejar-carrito_AINHOA4.mp4
L12__dia__accion___12___MIGUEL1testcamara_4_446__corte-carrito_MIGUEL4.npy,12,train,1.058,178,471,777,1070,25,dia,accion___12___MIGUEL1testcamara_4_446__corte-carrito_MIGUEL4.mp4
"L01__ainhoa__accion___1___SEP26_primera_t4_275__-Corte,-agarro.__metadata-informacion-Zona-norte-2-Objeto,-camisa-Categoria,-textil-Robo,-abrigo.npy",1,train,1.001,424,190,690,456,25,ainhoa,"accion___1___SEP26_primera_t4_275__-Corte,-agarro.__metadata-informacion-Zona-norte-2-Objeto,-camisa-Categoria,-textil-Robo,-abrigo.mp4"
L01__dia__accion___1___JUAN15ABRILtestcamara_4_27__Corte-agarrar._JUAN13.npy,1,train,1.022,668,222,1128,682,25,dia,accion___1___JUAN15ABRILtestcamara_4_27__Corte-agarrar._JUAN13.mp4
"L14__ainhoa__accion___14___OCT09_t3_486__-Corte,-guardo.__metadata-informacion.npy",14,train,1.098,499,251,888,640,25,ainhoa,"accion___14___OCT09_t3_486__-Corte,-guardo.__metadata-informacion.mp4"
L12__dia__accion___12___MIGUEL1testcamara_3_71__Corte-carrito_MIGUEL4.npy,12,train,1.077,565,73,881,389,25,dia,accion___12___MIGUEL1testcamara_3_71__Corte-carrito_MIGUEL4.mp4
L48__dia_guardar__accion___4___no_obvioMIGUEL1testcamara_1_273__Corte-guardar_MIGUEL2.npy,48,train,1.048,642,113,896,367,25,dia_guardar,accion___4___no_obvioMIGUEL1testcamara_1_273__Corte-guardar_MIGUEL2.mp4
L04__dia_guardar__accion___4___obvioMIGUEL1testcamara_4_141__Corte-guardar_MIGUEL2.npy,4,train,1.091,580,170,981,571,25,dia_guardar,accion___4___obvioMIGUEL1testcamara_4_141__Corte-guardar_MIGUEL2.mp4
"L11__dia__accion___9___JUAN15ABRILtestcamara_3_52__Corte,-topar._JUAN8.npy",11,train,1.054,920,171,1746,997,25,dia,"accion___9___JUAN15ABRILtestcamara_3_52__Corte,-topar._JUAN8.mp4"
L47__dia__accion___47___JUAN15ABRILtestcamara_4_34__Corte-empujo-empujo._JUAN10.npy,47,train,1.058,307,188,845,726,25,dia,accion___47___JUAN15ABRILtestcamara_4_34__Corte-empujo-empujo._JUAN10.mp4
"L11__dia__accion___11___MIGUEL1testcamara_4_386__Corte,-agarrar_MIGUEL4.npy",11,train,1.045,211,245,622,656,25,dia,"accion___11___MIGUEL1testcamara_4_386__Corte,-agarrar_MIGUEL4.mp4"
L32__ainhoa__accion___32___aplaudirt1_21__.npy,32,train,1.023,634,239,943,548,25,ainhoa,accion___32___aplaudirt1_21__.mp4
L02__dia__accion___2___JUAN15ABRILtestcamara_1_181__Corte-carrito_AINHOA1.npy,2,train,1.073,730,115,947,332,25,dia,accion___2___JUAN15ABRILtestcamara_1_181__Corte-carrito_AINHOA1.mp4
L48__control_negativo__01-07-18-10-01 camara 1 - 01-022.npy,48,train,1.049,825,109,1023,307,8,control_negativo,01-07-18-10-01 camara 1 - 01-022.mp4
L04__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_3_234__-corto-termino.npy,4,train,1.084,1084,366,1664,946,25,todo_showroom,accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_3_234__-corto-termino.mp4
L11__dia__accion___11___MIGUEL1testcamara_4_72__Corte-agarrar_MIGUEL4.npy,11,train,1.076,504,109,788,393,25,dia,accion___11___MIGUEL1testcamara_4_72__Corte-agarrar_MIGUEL4.mp4
L00__ainhoa__accion___0___SEP26_primera_t3_312__-Corte-y-sostengo.__metadata-informacion-Zona-norte-Centro-1-Objeto-pantalon-Categoria-textil-Robo-abr__c2121c0b.npy,0,train,1.093,570,240,965,635,25,ainhoa,accion___0___SEP26_primera_t3_312__-Corte-y-sostengo.__metadata-informacion-Zona-norte-Centro-1-Objeto-pantalon-Categoria-textil-Robo-abrigo.mp4
"L48__ainhoa__accion___4___no_obvio_SEP30_t3_212__-corte,-guardo__metadata-informacion.-Zona-sur-3.-Objeto-camiseta.-Categoria-textil.-Robo-abrigo..npy",48,train,1.001,792,758,1076,1042,25,ainhoa,"accion___4___no_obvio_SEP30_t3_212__-corte,-guardo__metadata-informacion.-Zona-sur-3.-Objeto-camiseta.-Categoria-textil.-Robo-abrigo..mp4"
L12__dia__accion___12___MIGUEL1testcamara_2_482__Corte-carrito._MIGUEL5.npy,12,train,1.059,787,259,1175,647,25,dia,accion___12___MIGUEL1testcamara_2_482__Corte-carrito._MIGUEL5.mp4
"L48__todo_showroom__accion___14___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_no_obvio_testTOMA_DE_DATOS_2_108__-Corte,-termino..npy",48,train,1.063,848,108,1066,326,25,todo_showroom,"accion___14___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_no_obvio_testTOMA_DE_DATOS_2_108__-Corte,-termino..mp4"
L11__dia__accion___11___MIGUEL1testcamara_1_355__Corte-agarrar._MIGUEL4.npy,11,val,1.042,689,172,1045,528,25,dia,accion___11___MIGUEL1testcamara_1_355__Corte-agarrar._MIGUEL4.mp4
L11__ainhoa__accion___11___OCT10_bolsillost2_117__-Corte-agarro..npy,11,train,1.03,645,202,905,462,25,ainhoa,accion___11___OCT10_bolsillost2_117__-Corte-agarro..mp4
L48__todo_showroom__accion___14___showroom_ROBO_BONI_1_2024-12-17_10-57-57_no_obvio_testTOMA_DE_DATOS_3_308__-termino..npy,48,train,1.021,1019,226,1666,873,25,todo_showroom,accion___14___showroom_ROBO_BONI_1_2024-12-17_10-57-57_no_obvio_testTOMA_DE_DATOS_3_308__-termino..mp4
L03__dia__accion___3___JUAN15ABRILtestcamara_1_6__Corte-sacar._JUAN4.npy,3,train,1.097,629,69,891,331,25,dia,accion___3___JUAN15ABRILtestcamara_1_6__Corte-sacar._JUAN4.mp4
"L48__todo_showroom__accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_430__-Corte,-termino..npy",48,train,1.082,429,102,750,423,25,todo_showroom,"accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_4_430__-Corte,-termino..mp4"
L47__dia__accion___42___MIGUEL1testcamara_3_295__Corte-camino_JOSESEC2.npy,47,train,1.049,700,85,1211,596,25,dia,accion___42___MIGUEL1testcamara_3_295__Corte-camino_JOSESEC2.mp4
"L02__ainhoa__accion___2___OCT01_primera_t3_326__-Corte,-dejo.__metadata-informacion-Zona-norte-2-Objeto-camiseta-Categoria-textil-Robo-bolsillo.npy",2,val,1.062,488,156,812,480,25,ainhoa,"accion___2___OCT01_primera_t3_326__-Corte,-dejo.__metadata-informacion-Zona-norte-2-Objeto-camiseta-Categoria-textil-Robo-bolsillo.mp4"
"L01__dia__accion___1___JUAN15ABRILtestcamara_3_134__Corte,-tomar._JUAN13.npy",1,train,1.072,473,256,1048,831,25,dia,"accion___1___JUAN15ABRILtestcamara_3_134__Corte,-tomar._JUAN13.mp4"
L47__dia__accion___42___MIGUEL1testcamara_4_509__Corte-caminar._MIGUEL5.npy,47,train,1.099,88,100,821,833,25,dia,accion___42___MIGUEL1testcamara_4_509__Corte-caminar._MIGUEL5.mp4
L14__ainhoa__accion___14___OCT04_primera_t3_533__-Corte-guardo.__metadata-informacion.-Zona-centro-1.-Robo-abrigo..npy,14,train,1.099,522,242,901,621,25,ainhoa,accion___14___OCT04_primera_t3_533__-Corte-guardo.__metadata-informacion.-Zona-centro-1.-Robo-abrigo..mp4
"L04__todo_showroom__accion___4___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_obvio_testTOMA_DE_DATOS_2_146__-Corte,-termino..npy",4,train,1.032,1023,163,1270,410,25,todo_showroom,"accion___4___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_obvio_testTOMA_DE_DATOS_2_146__-Corte,-termino..mp4"
L04__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_2_82__-corto-termino..npy,4,train,1.045,972,139,1267,434,25,todo_showroom,accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_2_82__-corto-termino..mp4
L04__dia_guardar__accion___4___obvioJUAN15ABRILtestcamara_2_90__Corte-guardar_AINHOA1.npy,4,train,1.045,917,196,1036,315,25,dia_guardar,accion___4___obvioJUAN15ABRILtestcamara_2_90__Corte-guardar_AINHOA1.mp4
L40__ainhoa__accion___40___corrert2_119__-correr..npy,40,train,1.096,600,224,955,579,25,ainhoa,accion___40___corrert2_119__-correr..mp4
"L02__dia__accion___2___MIGUEL1testcamara_2_45__Corte,-dejo_JOSESEC1.npy",2,train,1.089,1052,255,1189,392,25,dia,"accion___2___MIGUEL1testcamara_2_45__Corte,-dejo_JOSESEC1.mp4"
L04__todo_showroom__accion___4___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_obvio_testTOMA_DE_DATOS_2_159__-Corte-y-termino..npy,4,train,1.005,939,247,1268,576,25,todo_showroom,accion___4___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_obvio_testTOMA_DE_DATOS_2_159__-Corte-y-termino..mp4
"L00__ainhoa__accion___0___OCT01_primera_t2_130__-corte,-sostengo__metadata-informacion-Zona-sur-1-Objeto-Falda-Categoria-textil-Robo-bolsillo.npy",0,val,1.044,856,134,1020,298,25,ainhoa,"accion___0___OCT01_primera_t2_130__-corte,-sostengo__metadata-informacion-Zona-sur-1-Objeto-Falda-Categoria-textil-Robo-bolsillo.mp4"
L12__dia__accion___12___MIGUEL1testcamara_3_25__Corte-dejar_MIGUEL4.npy,12,train,1.075,1109,269,1635,795,25,dia,accion___12___MIGUEL1testcamara_3_25__Corte-dejar_MIGUEL4.mp4
L11__ainhoa__accion___11___OCT04_primera_t4_848__-Corte-agarro.__metadata-informacion.-Zona-norte-2.-Robo-abrigo..npy,11,train,1.03,404,197,665,458,25,ainhoa,accion___11___OCT04_primera_t4_848__-Corte-agarro.__metadata-informacion.-Zona-norte-2.-Robo-abrigo..mp4
"L00__ainhoa__accion___0___SEP30_t4_570__--Suscribete-al-canal-__metadata-informacion,-zona-centro-2,-objeto-camisa,-categoria-textil,-robo-abrigo.npy",0,train,1.065,629,125,1026,522,25,ainhoa,"accion___0___SEP30_t4_570__--Suscribete-al-canal-__metadata-informacion,-zona-centro-2,-objeto-camisa,-categoria-textil,-robo-abrigo.mp4"
"L48__dia__accion___48___MIGUEL1testcamara_2_346__Corte,-Manipulo_JOSESEC1.npy",48,train,1.068,854,124,1086,356,25,dia,"accion___48___MIGUEL1testcamara_2_346__Corte,-Manipulo_JOSESEC1.mp4"
L12__dia__accion___12___MIGUEL1testcamara_4_478__Corte-dejar_MIGUEL5.npy,12,train,1.003,69,376,556,863,25,dia,accion___12___MIGUEL1testcamara_4_478__Corte-dejar_MIGUEL5.mp4
L00__ainhoa__accion___0___quinta-tirada-14.2_38__-Corte.-Sostengo..npy,0,train,1.035,478,104,705,331,25,ainhoa,accion___0___quinta-tirada-14.2_38__-Corte.-Sostengo..mp4
"L02__ainhoa__accion___2___SEP26_primera_t2_920__-Corte,-dejo.__metadata-informacion-Zona-norte-4-Objeto-camisa-Categoria-textil-Robo-bolso.npy",2,train,1.047,657,206,914,463,25,ainhoa,"accion___2___SEP26_primera_t2_920__-Corte,-dejo.__metadata-informacion-Zona-norte-4-Objeto-camisa-Categoria-textil-Robo-bolso.mp4"
"L02__ainhoa__accion___2___SEP26_primera_t2_1033__-Corte,-dejo.__metadata-informacion-Zona-sur-1-Objeto-Pantalon-Categoria-Textil-Robo-bolso.npy",2,val,1.068,842,128,1014,300,25,ainhoa,"accion___2___SEP26_primera_t2_1033__-Corte,-dejo.__metadata-informacion-Zona-sur-1-Objeto-Pantalon-Categoria-Textil-Robo-bolso.mp4"
"L01__dia__accion___1___MIGUEL1testcamara_1_43__Corte,-agarro_JOSESEC2.npy",1,train,1.08,714,108,967,361,25,dia,"accion___1___MIGUEL1testcamara_1_43__Corte,-agarro_JOSESEC2.mp4"
L48__todo_showroom__accion___14___showroom_ROBO_BONI_1_2024-12-17_10-57-57_no_obvio_testTOMA_DE_DATOS_2_143__-corto-termino.npy,48,val,1.022,928,148,1280,500,25,todo_showroom,accion___14___showroom_ROBO_BONI_1_2024-12-17_10-57-57_no_obvio_testTOMA_DE_DATOS_2_143__-corto-termino.mp4
L11__ainhoa__accion___11___OCT09_t4_314__-Corte-Inicio-Corte-Agarro__metadata-informacion.npy,11,train,1.055,68,538,505,975,25,ainhoa,accion___11___OCT09_t4_314__-Corte-Inicio-Corte-Agarro__metadata-informacion.mp4
